n_superstars,n_stars,n_starters,n_role_players,top_player_score,second_player_score,depth_score,avg_age_core,roster_potential,n_young_stars,top_player_name,second_player_name,qualified_player_count,Team,SEASON,YEAR,ERA,GP,W,L,win_pct,net_rating,ORtg,DRtg,has_perf_data,SEASON_YEAR,has_player_data
0,1,3,3,0.6662,0.5512,2.6453,,3.2928,0,Karl-Anthony Towns,Anthony Edwards,10,Minnesota Timberwolves,2020-21,2021.0,2020s,72.0,23.0,49.0,0.3194444444444444,-5.3,109.3,114.5,True,2021,True
0,1,4,3,0.6357,0.6161,2.8195,,3.6108,0,Zion Williamson,Brandon Ingram,10,New Orleans Pelicans,2020-21,2021.0,2020s,72.0,31.0,41.0,0.4305555555555556,-0.3,113.0,113.3,True,2021,True
0,1,4,4,0.715,0.5358,2.7455,,3.5478,0,Julius Randle,RJ Barrett,10,New York Knicks,2020-21,2021.0,2020s,72.0,41.0,31.0,0.5694444444444444,2.4,110.2,107.8,True,2021,True
0,0,2,1,0.5314,0.5127,2.0135,,2.5666,0,Kemba Walker,Shai Gilgeous-Alexander,10,Oklahoma City Thunder,2020-21,2021.0,2020s,72.0,22.0,50.0,0.3055555555555556,-10.6,102.8,113.4,True,2021,True
0,0,0,2,0.4054,0.3971,1.7298,,2.2117,0,Terrence Ross,Wendell Carter Jr.,10,Orlando Magic,2020-21,2021.0,2020s,72.0,21.0,51.0,0.2916666666666667,-9.3,104.6,113.9,True,2021,True
0,3,3,3,0.8027,0.685,3.2116,,4.0482,0,Joel Embiid,Tobias Harris,10,Philadelphia 76ers,2020-21,2021.0,2020s,72.0,49.0,23.0,0.6805555555555556,5.5,112.5,107.0,True,2021,True
0,2,4,3,0.7218,0.7038,3.0364,,3.9295,0,Chris Paul,Devin Booker,10,Phoenix Suns,2020-21,2021.0,2020s,72.0,51.0,21.0,0.7083333333333334,5.9,116.3,110.4,True,2021,True
0,1,6,2,0.7871,0.6262,3.1357,,3.8453,0,Damian Lillard,Enes Freedom,10,Portland Trail Blazers,2020-21,2021.0,2020s,72.0,42.0,30.0,0.5833333333333334,1.8,117.1,115.3,True,2021,True
0,0,5,3,0.6289,0.56,2.6747,,3.5422,0,De'Aaron Fox,Buddy Hield,10,Sacramento Kings,2020-21,2021.0,2020s,72.0,31.0,41.0,0.4305555555555556,-3.8,112.7,116.5,True,2021,True
0,1,4,3,0.6652,0.5986,2.7279,,3.5201,0,DeMar DeRozan,Dejounte Murray,10,San Antonio Spurs,2020-21,2021.0,2020s,72.0,33.0,39.0,0.4583333333333333,-1.5,110.5,112.0,True,2021,True
0,1,4,3,0.659,0.5994,2.793,,3.5271,0,Pascal Siakam,Kyle Lowry,10,Toronto Raptors,2020-21,2021.0,2020s,72.0,27.0,45.0,0.375,-0.4,111.6,112.0,True,2021,True
0,2,6,1,0.7688,0.7267,3.3241,,4.2628,0,Rudy Gobert,Donovan Mitchell,10,Utah Jazz,2020-21,2021.0,2020s,72.0,52.0,20.0,0.7222222222222222,9.0,116.5,107.5,True,2021,True
1,1,0,6,0.8307,0.6955,2.7694,,3.2264,0,Russell Westbrook,Bradley Beal,10,Washington Wizards,2020-21,2021.0,2020s,72.0,34.0,38.0,0.4722222222222222,-1.6,110.7,112.3,True,2021,True
0,2,4,4,0.7928,0.6422,2.9922,,3.8199,0,Trae Young,Clint Capela,10,Atlanta Hawks,2021-22,2022.0,2020s,82.0,43.0,39.0,0.524390243902439,1.6,115.4,113.7,True,2022,True
1,1,4,3,0.8138,0.6957,3.252,,4.1587,0,Jayson Tatum,Jaylen Brown,10,Boston Celtics,2021-22,2022.0,2020s,82.0,51.0,31.0,0.6219512195121951,7.4,113.6,106.2,True,2022,True
0,2,4,2,0.7276,0.6312,2.8998,,3.6293,0,Kevin Durant,Andre Drummond,10,Brooklyn Nets,2021-22,2022.0,2020s,82.0,44.0,38.0,0.5365853658536586,0.9,113.2,112.3,True,2022,True
0,1,7,0,0.693,0.604,3.0285,,3.8779,0,LaMelo Ball,Terry Rozier,10,Charlotte Hornets,2021-22,2022.0,2020s,82.0,43.0,39.0,0.524390243902439,0.5,113.6,113.1,True,2022,True
0,3,1,2,0.7235,0.7066,2.9077,,3.6437,0,Nikola Vučević,DeMar DeRozan,10,Chicago Bulls,2021-22,2022.0,2020s,82.0,46.0,36.0,0.5609756097560976,-0.5,112.7,113.2,True,2022,True
0,0,6,1,0.6065,0.5656,2.7446,,3.592,0,Evan Mobley,Jarrett Allen,10,Cleveland Cavaliers,2021-22,2022.0,2020s,82.0,44.0,38.0,0.5365853658536586,2.1,111.0,108.9,True,2022,True
1,0,4,3,0.875,0.587,2.9924,,3.8067,0,Luka Dončić,Spencer Dinwiddie,10,Dallas Mavericks,2021-22,2022.0,2020s,82.0,52.0,30.0,0.6341463414634146,3.5,112.5,109.1,True,2022,True
1,0,4,4,0.8935,0.5493,2.9592,,3.6695,0,Nikola Jokić,Aaron Gordon,10,Denver Nuggets,2021-22,2022.0,2020s,82.0,48.0,34.0,0.5853658536585366,2.3,113.8,111.5,True,2022,True
0,0,2,5,0.4913,0.4692,2.217,,2.6938,0,Cade Cunningham,Saddiq Bey,10,Detroit Pistons,2021-22,2022.0,2020s,82.0,23.0,59.0,0.2804878048780488,-7.7,105.6,113.3,True,2022,True
0,1,6,3,0.7834,0.5937,2.9712,,3.7618,0,Stephen Curry,Andrew Wiggins,10,Golden State Warriors,2021-22,2022.0,2020s,82.0,53.0,29.0,0.6463414634146342,5.5,112.1,106.6,True,2022,True
0,0,2,4,0.5332,0.4658,2.2275,,2.7339,0,Christian Wood,Dennis Schröder,10,Houston Rockets,2021-22,2022.0,2020s,82.0,20.0,62.0,0.2439024390243902,-8.3,108.1,116.4,True,2022,True
0,0,3,6,0.5567,0.5295,2.4887,,3.1404,0,Tyrese Haliburton,Buddy Hield,10,Indiana Pacers,2021-22,2022.0,2020s,82.0,25.0,57.0,0.3048780487804878,-3.6,111.9,115.5,True,2022,True
0,0,7,3,0.5688,0.5343,2.6039,,3.3243,0,Ivica Zubac,Reggie Jackson,10,LA Clippers,2021-22,2022.0,2020s,82.0,42.0,40.0,0.5121951219512195,0.0,109.5,109.5,True,2022,True
0,3,2,2,0.7612,0.7359,2.9863,,3.4884,0,LeBron James,Russell Westbrook,10,Los Angeles Lakers,2021-22,2022.0,2020s,82.0,33.0,49.0,0.4024390243902439,-2.9,110.0,112.8,True,2022,True
0,2,6,2,0.7236,0.6511,3.1194,,3.978,0,Ja Morant,Jaren Jackson Jr.,10,Memphis Grizzlies,2021-22,2022.0,2020s,82.0,56.0,26.0,0.6829268292682927,5.3,114.3,108.9,True,2022,True
0,2,3,5,0.6996,0.6945,2.9756,,3.7424,0,Bam Adebayo,Jimmy Butler III,10,Miami Heat,2021-22,2022.0,2020s,82.0,53.0,29.0,0.6463414634146342,4.5,113.0,108.4,True,2022,True
1,2,1,4,0.8759,0.6996,3.1729,,3.9604,0,Giannis Antetokounmpo,Khris Middleton,10,Milwaukee Bucks,2021-22,2022.0,2020s,82.0,51.0,31.0,0.6219512195121951,3.2,114.3,111.1,True,2022,True
0,1,5,4,0.7372,0.6257,2.8913,,3.7294,0,Karl-Anthony Towns,Anthony Edwards,10,Minnesota Timberwolves,2021-22,2022.0,2020s,82.0,46.0,36.0,0.5609756097560976,2.7,113.8,111.0,True,2022,True
0,1,4,2,0.693,0.6254,2.8617,,3.5038,0,Jonas Valančiūnas,Brandon Ingram,10,New Orleans Pelicans,2021-22,2022.0,2020s,82.0,36.0,46.0,0.4390243902439024,-0.8,111.2,112.0,True,2022,True
0,1,4,3,0.7108,0.5613,2.7651,,3.5176,0,Julius Randle,RJ Barrett,10,New York Knicks,2021-22,2022.0,2020s,82.0,37.0,45.0,0.4512195121951219,-0.4,109.7,110.2,True,2022,True
0,0,1,2,0.5396,0.4343,1.9615,,2.3655,0,Shai Gilgeous-Alexander,Josh Giddey,10,Oklahoma City Thunder,2021-22,2022.0,2020s,82.0,24.0,58.0,0.2926829268292683,-8.0,103.8,111.7,True,2022,True
0,0,1,3,0.4621,0.4565,2.0815,,2.6066,0,Wendell Carter Jr.,Franz Wagner,10,Orlando Magic,2021-22,2022.0,2020s,82.0,22.0,60.0,0.2682926829268293,-8.1,103.9,112.1,True,2022,True
1,2,1,5,0.8391,0.7981,3.229,,3.9299,0,Joel Embiid,James Harden,10,Philadelphia 76ers,2021-22,2022.0,2020s,82.0,51.0,31.0,0.6219512195121951,2.8,113.0,110.2,True,2022,True
0,3,5,2,0.7714,0.7516,3.3847,,4.1392,0,Devin Booker,Chris Paul,10,Phoenix Suns,2021-22,2022.0,2020s,82.0,64.0,18.0,0.7804878048780488,7.5,114.2,106.8,True,2022,True
0,0,2,5,0.5674,0.5274,2.2933,,2.63,0,Damian Lillard,Jusuf Nurkić,10,Portland Trail Blazers,2021-22,2022.0,2020s,82.0,27.0,55.0,0.3292682926829268,-9.1,107.3,116.3,True,2022,True
0,1,2,5,0.6798,0.5812,2.6177,,3.3348,0,Domantas Sabonis,De'Aaron Fox,10,Sacramento Kings,2021-22,2022.0,2020s,82.0,30.0,52.0,0.3658536585365853,-5.2,109.6,114.8,True,2022,True
0,1,2,5,0.7113,0.5653,2.671,,3.4485,0,Dejounte Murray,Jakob Poeltl,10,San Antonio Spurs,2021-22,2022.0,2020s,82.0,34.0,48.0,0.4146341463414634,0.2,111.9,111.7,True,2022,True
0,2,5,1,0.6981,0.6297,2.9923,,3.8098,0,Pascal Siakam,Fred VanVleet,10,Toronto Raptors,2021-22,2022.0,2020s,82.0,48.0,34.0,0.5853658536585366,2.2,112.1,109.9,True,2022,True
0,2,6,1,0.7641,0.7515,3.3478,,4.3721,0,Rudy Gobert,Donovan Mitchell,10,Utah Jazz,2021-22,2022.0,2020s,82.0,49.0,33.0,0.5975609756097561,6.2,116.2,110.0,True,2022,True
0,0,3,5,0.6138,0.5854,2.5804,,3.2693,0,Kristaps Porziņģis,Bradley Beal,10,Washington Wizards,2021-22,2022.0,2020s,82.0,35.0,47.0,0.4268292682926829,-3.4,110.2,113.6,True,2022,True
0,2,5,3,0.7879,0.7066,3.1625,,4.0888,0,Trae Young,Dejounte Murray,10,Atlanta Hawks,2022-23,2023.0,2020s,82.0,41.0,41.0,0.5,0.1,115.5,115.4,True,2023,True
1,1,5,2,0.8635,0.7405,3.3893,,4.3288,0,Jayson Tatum,Jaylen Brown,10,Boston Celtics,2022-23,2023.0,2020s,82.0,57.0,25.0,0.6951219512195121,6.7,117.3,110.6,True,2023,True
0,0,6,4,0.6433,0.62,2.8215,,3.6258,0,Mikal Bridges,Spencer Dinwiddie,10,Brooklyn Nets,2022-23,2023.0,2020s,82.0,45.0,37.0,0.5487804878048781,1.1,114.6,113.5,True,2023,True
0,0,3,4,0.6018,0.5676,2.5121,,3.062,0,LaMelo Ball,Terry Rozier,10,Charlotte Hornets,2022-23,2023.0,2020s,82.0,27.0,55.0,0.3292682926829268,-6.3,108.4,114.7,True,2023,True
0,3,1,4,0.7317,0.7136,3.1282,,3.8281,0,Nikola Vučević,DeMar DeRozan,10,Chicago Bulls,2022-23,2023.0,2020s,82.0,40.0,42.0,0.4878048780487805,1.3,112.8,111.5,True,2023,True
0,3,2,3,0.7656,0.683,3.1648,,3.9724,0,Donovan Mitchell,Evan Mobley,10,Cleveland Cavaliers,2022-23,2023.0,2020s,82.0,51.0,31.0,0.6219512195121951,5.6,115.5,109.9,True,2023,True
1,0,2,3,0.8597,0.6462,2.9154,,3.5776,0,Luka Dončić,Kyrie Irving,10,Dallas Mavericks,2022-23,2023.0,2020s,82.0,38.0,44.0,0.4634146341463415,-0.2,115.9,116.1,True,2023,True
1,0,6,2,0.8911,0.643,3.2549,,4.0808,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2022-23,2023.0,2020s,82.0,53.0,29.0,0.6463414634146342,3.3,116.8,113.5,True,2023,True
0,0,2,2,0.5048,0.4734,2.1918,,2.6939,0,Bojan Bogdanovic,Jaden Ivey,10,Detroit Pistons,2022-23,2023.0,2020s,82.0,17.0,65.0,0.2073170731707317,-7.9,109.9,117.8,True,2023,True
0,1,5,3,0.7624,0.6173,3.092,,3.9212,0,Stephen Curry,Jordan Poole,10,Golden State Warriors,2022-23,2023.0,2020s,82.0,44.0,38.0,0.5365853658536586,1.7,115.1,113.4,True,2023,True
0,0,2,4,0.512,0.4764,2.259,,2.7827,0,Alperen Sengun,Jalen Green,10,Houston Rockets,2022-23,2023.0,2020s,82.0,22.0,60.0,0.2682926829268293,-8.1,110.5,118.6,True,2023,True
0,0,4,3,0.608,0.5393,2.6001,,3.4013,0,Tyrese Haliburton,Buddy Hield,10,Indiana Pacers,2022-23,2023.0,2020s,82.0,35.0,47.0,0.4268292682926829,-3.3,113.8,117.1,True,2023,True
0,2,4,3,0.6973,0.6606,3.0822,,3.9319,0,Russell Westbrook,Kawhi Leonard,10,LA Clippers,2022-23,2023.0,2020s,82.0,44.0,38.0,0.5365853658536586,0.5,114.0,113.6,True,2023,True
0,2,3,4,0.7502,0.6954,2.989,,3.7737,0,LeBron James,Anthony Davis,10,Los Angeles Lakers,2022-23,2023.0,2020s,82.0,43.0,39.0,0.524390243902439,0.7,113.9,113.2,True,2023,True
0,2,4,4,0.7814,0.6841,3.1532,,4.0459,0,Ja Morant,Jaren Jackson Jr.,10,Memphis Grizzlies,2022-23,2023.0,2020s,82.0,51.0,31.0,0.6219512195121951,4.0,114.7,110.7,True,2023,True
0,2,3,3,0.6915,0.6886,2.9095,,3.728,0,Jimmy Butler III,Bam Adebayo,10,Miami Heat,2022-23,2023.0,2020s,82.0,44.0,38.0,0.5365853658536586,-0.5,112.3,112.8,True,2023,True
1,1,2,4,0.8565,0.6891,3.179,,3.9722,0,Giannis Antetokounmpo,Jrue Holiday,10,Milwaukee Bucks,2022-23,2023.0,2020s,82.0,58.0,24.0,0.7073170731707317,3.4,114.3,110.9,True,2023,True
0,2,4,2,0.6848,0.684,3.0915,,3.7803,0,Rudy Gobert,Anthony Edwards,10,Minnesota Timberwolves,2022-23,2023.0,2020s,82.0,42.0,40.0,0.5121951219512195,0.2,113.3,113.1,True,2023,True
0,1,2,6,0.6849,0.6458,2.8473,,3.667,0,Jonas Valančiūnas,CJ McCollum,10,New Orleans Pelicans,2022-23,2023.0,2020s,82.0,42.0,40.0,0.5121951219512195,1.9,113.8,112.0,True,2023,True
0,1,6,2,0.7686,0.6532,3.0826,,3.9865,0,Julius Randle,Jalen Brunson,10,New York Knicks,2022-23,2023.0,2020s,82.0,47.0,35.0,0.573170731707317,2.8,117.0,114.2,True,2023,True
0,1,2,1,0.6745,0.6039,2.604,,3.2498,0,Shai Gilgeous-Alexander,Josh Giddey,10,Oklahoma City Thunder,2022-23,2023.0,2020s,82.0,40.0,42.0,0.4878048780487805,1.0,114.2,113.2,True,2023,True
0,0,4,3,0.6081,0.5354,2.5951,,3.2723,0,Paolo Banchero,Franz Wagner,10,Orlando Magic,2022-23,2023.0,2020s,82.0,34.0,48.0,0.4146341463414634,-2.3,111.3,113.7,True,2023,True
1,1,3,3,0.8735,0.7618,3.3018,,4.1554,0,Joel Embiid,James Harden,10,Philadelphia 76ers,2022-23,2023.0,2020s,82.0,54.0,28.0,0.6585365853658537,4.4,117.0,112.7,True,2023,True
0,4,1,3,0.7253,0.7114,3.197,,3.871,0,Devin Booker,Kevin Durant,10,Phoenix Suns,2022-23,2023.0,2020s,82.0,45.0,37.0,0.5487804878048781,2.2,114.5,112.3,True,2023,True
0,0,3,2,0.6204,0.5143,2.3939,,3.0632,0,Damian Lillard,Jusuf Nurkić,10,Portland Trail Blazers,2022-23,2023.0,2020s,82.0,33.0,49.0,0.4024390243902439,-4.0,114.0,118.0,True,2023,True
0,2,4,4,0.7625,0.675,3.0314,,3.9225,0,Domantas Sabonis,De'Aaron Fox,10,Sacramento Kings,2022-23,2023.0,2020s,82.0,48.0,34.0,0.5853658536585366,2.6,118.6,116.0,True,2023,True
0,0,1,3,0.5003,0.4315,2.0741,,2.6096,0,Keldon Johnson,Tre Jones,10,San Antonio Spurs,2022-23,2023.0,2020s,82.0,22.0,60.0,0.2682926829268293,-9.9,109.7,119.6,True,2023,True
0,1,6,2,0.7256,0.6524,3.1617,,4.1607,0,Pascal Siakam,Fred VanVleet,10,Toronto Raptors,2022-23,2023.0,2020s,82.0,41.0,41.0,0.5,1.5,114.6,113.1,True,2023,True
0,0,3,4,0.5889,0.5819,2.611,,3.3701,0,Jordan Clarkson,Lauri Markkanen,10,Utah Jazz,2022-23,2023.0,2020s,82.0,37.0,45.0,0.4512195121951219,-0.7,115.3,116.0,True,2023,True
0,0,5,3,0.643,0.5731,2.7294,,3.5318,0,Kristaps Porziņģis,Kyle Kuzma,10,Washington Wizards,2022-23,2023.0,2020s,82.0,35.0,47.0,0.4268292682926829,-1.2,113.7,114.9,True,2023,True
0,2,3,3,0.6949,0.6838,2.909,,3.767,0,Trae Young,Dejounte Murray,10,Atlanta Hawks,2023-24,2024.0,2020s,82.0,36.0,46.0,0.4390243902439024,-2.0,116.4,118.4,True,2024,True
1,2,4,3,0.8596,0.7305,3.4727,,4.4941,0,Jayson Tatum,Jaylen Brown,10,Boston Celtics,2023-24,2024.0,2020s,82.0,64.0,18.0,0.7804878048780488,11.7,122.2,110.6,True,2024,True
0,0,3,5,0.5969,0.5416,2.4979,,3.1592,0,Mikal Bridges,Nic Claxton,10,Brooklyn Nets,2023-24,2024.0,2020s,82.0,32.0,50.0,0.3902439024390244,-2.9,112.4,115.4,True,2024,True
0,0,1,3,0.5231,0.3915,1.8109,,2.1141,0,Miles Bridges,Brandon Miller,10,Charlotte Hornets,2023-24,2024.0,2020s,82.0,21.0,61.0,0.2560975609756097,-10.6,108.6,119.2,True,2024,True
0,2,3,3,0.6803,0.6682,2.8463,,3.5,0,DeMar DeRozan,Nikola Vučević,10,Chicago Bulls,2023-24,2024.0,2020s,82.0,39.0,43.0,0.4756097560975609,-1.7,114.0,115.7,True,2024,True
0,1,5,2,0.7084,0.645,3.0105,,3.8807,0,Donovan Mitchell,Jarrett Allen,10,Cleveland Cavaliers,2023-24,2024.0,2020s,82.0,48.0,34.0,0.5853658536585366,2.5,114.7,112.1,True,2024,True
1,0,4,3,0.8645,0.6344,2.8987,,3.5917,0,Luka Dončić,Kyrie Irving,10,Dallas Mavericks,2023-24,2024.0,2020s,82.0,50.0,32.0,0.6097560975609756,2.1,117.0,114.9,True,2024,True
1,1,3,3,0.9001,0.6501,3.1318,,3.9597,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2023-24,2024.0,2020s,82.0,57.0,25.0,0.6951219512195121,5.5,117.8,112.3,True,2024,True
0,0,1,2,0.5199,0.4448,2.0041,,2.541,0,Cade Cunningham,Jalen Duren,10,Detroit Pistons,2023-24,2024.0,2020s,82.0,14.0,68.0,0.1707317073170731,-9.0,109.0,118.0,True,2024,True
0,1,8,0,0.723,0.5573,2.9021,,3.844,0,Stephen Curry,Chris Paul,10,Golden State Warriors,2023-24,2024.0,2020s,82.0,46.0,36.0,0.5609756097560976,2.4,116.9,114.5,True,2024,True
0,0,5,2,0.6355,0.6013,2.7205,,3.4411,0,Fred VanVleet,Alperen Sengun,10,Houston Rockets,2023-24,2024.0,2020s,82.0,41.0,41.0,0.5,0.9,113.7,112.8,True,2024,True
0,2,3,4,0.7164,0.6946,2.9546,,3.7477,0,Pascal Siakam,Tyrese Haliburton,10,Indiana Pacers,2023-24,2024.0,2020s,82.0,47.0,35.0,0.573170731707317,2.9,120.5,117.6,True,2024,True
0,2,4,3,0.6968,0.6591,3.0712,,3.817,0,James Harden,Kawhi Leonard,10,LA Clippers,2023-24,2024.0,2020s,82.0,51.0,31.0,0.6219512195121951,3.4,117.9,114.6,True,2024,True
0,2,3,2,0.7694,0.759,3.0105,,3.667,0,Anthony Davis,LeBron James,10,Los Angeles Lakers,2023-24,2024.0,2020s,82.0,47.0,35.0,0.573170731707317,0.6,115.4,114.8,True,2024,True
0,0,2,2,0.5969,0.5401,2.1927,,2.7413,0,Jaren Jackson Jr.,Desmond Bane,10,Memphis Grizzlies,2023-24,2024.0,2020s,82.0,27.0,55.0,0.3292682926829268,-6.9,106.8,113.7,True,2024,True
0,1,4,4,0.6779,0.6278,2.8391,,3.4559,0,Bam Adebayo,Jimmy Butler III,10,Miami Heat,2023-24,2024.0,2020s,82.0,46.0,36.0,0.5609756097560976,1.8,113.3,111.5,True,2024,True
1,1,3,3,0.8603,0.6465,3.1284,,3.9641,0,Giannis Antetokounmpo,Damian Lillard,10,Milwaukee Bucks,2023-24,2024.0,2020s,82.0,49.0,33.0,0.5975609756097561,2.6,117.6,115.0,True,2024,True
0,2,4,2,0.7351,0.6634,3.0801,,3.9892,0,Anthony Edwards,Rudy Gobert,9,Minnesota Timberwolves,2023-24,2024.0,2020s,82.0,56.0,26.0,0.6829268292682927,6.3,114.6,108.4,True,2024,True
0,2,4,3,0.6605,0.6545,2.9591,,3.7889,0,Zion Williamson,Jonas Valančiūnas,10,New Orleans Pelicans,2023-24,2024.0,2020s,82.0,49.0,33.0,0.5975609756097561,4.6,116.5,111.9,True,2024,True
0,2,5,2,0.7293,0.677,2.9691,,3.8743,0,Jalen Brunson,Julius Randle,10,New York Knicks,2023-24,2024.0,2020s,82.0,50.0,32.0,0.6097560975609756,4.9,117.3,112.4,True,2024,True
1,1,2,6,0.8116,0.7065,3.1067,,3.9167,0,Shai Gilgeous-Alexander,Chet Holmgren,10,Oklahoma City Thunder,2023-24,2024.0,2020s,82.0,57.0,25.0,0.6951219512195121,7.3,118.3,111.0,True,2024,True
0,1,3,3,0.6666,0.5653,2.6031,,3.2056,0,Paolo Banchero,Franz Wagner,10,Orlando Magic,2023-24,2024.0,2020s,82.0,47.0,35.0,0.573170731707317,2.2,112.9,110.8,True,2024,True
0,1,5,4,0.7926,0.6381,3.0236,,3.8076,0,Joel Embiid,Tyrese Maxey,10,Philadelphia 76ers,2023-24,2024.0,2020s,82.0,47.0,35.0,0.573170731707317,3.1,116.2,113.0,True,2024,True
0,2,4,2,0.7255,0.7154,2.9617,,3.734,0,Kevin Durant,Devin Booker,10,Phoenix Suns,2023-24,2024.0,2020s,82.0,49.0,33.0,0.5975609756097561,3.1,116.8,113.7,True,2024,True
0,0,1,4,0.5447,0.4433,2.104,,2.3654,0,Deandre Ayton,Malcolm Brogdon,10,Portland Trail Blazers,2023-24,2024.0,2020s,82.0,21.0,61.0,0.2560975609756097,-9.0,107.6,116.6,True,2024,True
0,2,4,1,0.8034,0.7014,2.9719,,3.7361,0,Domantas Sabonis,De'Aaron Fox,10,Sacramento Kings,2023-24,2024.0,2020s,82.0,46.0,36.0,0.5609756097560976,1.8,116.2,114.4,True,2024,True
0,1,1,5,0.7301,0.4621,2.4417,,3.0117,0,Victor Wembanyama,Keldon Johnson,10,San Antonio Spurs,2023-24,2024.0,2020s,82.0,22.0,60.0,0.2682926829268293,-6.4,109.3,115.6,True,2024,True
0,0,5,2,0.6,0.5157,2.5796,,3.3068,0,Scottie Barnes,Immanuel Quickley,10,Toronto Raptors,2023-24,2024.0,2020s,82.0,25.0,57.0,0.3048780487804878,-6.3,111.8,118.1,True,2024,True
0,0,5,3,0.5654,0.4968,2.4669,,3.2518,0,Lauri Markkanen,John Collins,10,Utah Jazz,2023-24,2024.0,2020s,82.0,31.0,51.0,0.3780487804878049,-5.1,114.5,119.6,True,2024,True
0,0,4,2,0.5587,0.5384,2.3022,,2.8824,0,Kyle Kuzma,Jordan Poole,10,Washington Wizards,2023-24,2024.0,2020s,82.0,15.0,67.0,0.1829268292682926,-8.7,110.2,118.9,True,2024,True
0,1,5,3,0.6967,0.5119,2.7186,,3.4301,0,Trae Young,Clint Capela,10,Atlanta Hawks,2024-25,2025.0,2020s,82.0,40.0,42.0,0.4878048780487805,-1.1,113.7,114.8,True,2025,True
1,2,5,2,0.8398,0.6946,3.3671,,4.2006,0,Jayson Tatum,Jaylen Brown,10,Boston Celtics,2024-25,2025.0,2020s,82.0,61.0,21.0,0.7439024390243902,9.4,119.5,110.1,True,2025,True
0,0,2,3,0.496,0.484,2.1466,,2.5548,0,Nic Claxton,D'Angelo Russell,10,Brooklyn Nets,2024-25,2025.0,2020s,82.0,26.0,56.0,0.3170731707317073,-7.3,108.1,115.4,True,2025,True
0,0,4,1,0.5148,0.5122,2.1608,,2.3791,0,Miles Bridges,LaMelo Ball,10,Charlotte Hornets,2024-25,2025.0,2020s,82.0,19.0,63.0,0.2317073170731707,-9.1,106.7,115.7,True,2025,True
0,2,1,5,0.6586,0.643,2.6475,,3.2382,0,Nikola Vučević,Josh Giddey,10,Chicago Bulls,2024-25,2025.0,2020s,82.0,39.0,43.0,0.4756097560975609,-1.6,113.2,114.8,True,2025,True
0,4,2,3,0.7217,0.6779,3.1661,,4.0797,0,Donovan Mitchell,Evan Mobley,10,Cleveland Cavaliers,2024-25,2025.0,2020s,82.0,64.0,18.0,0.7804878048780488,9.2,121.0,111.8,True,2025,True
0,1,5,1,0.7465,0.5911,2.8299,,3.6195,0,Anthony Davis,Kyrie Irving,10,Dallas Mavericks,2024-25,2025.0,2020s,82.0,39.0,43.0,0.4756097560975609,-1.3,113.7,115.0,True,2025,True
1,1,4,2,0.8867,0.6388,3.1753,,3.964,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2024-25,2025.0,2020s,82.0,50.0,32.0,0.6097560975609756,3.8,118.9,115.1,True,2025,True
0,1,4,4,0.6827,0.5486,2.7277,,3.5472,0,Cade Cunningham,Jalen Duren,10,Detroit Pistons,2024-25,2025.0,2020s,82.0,44.0,38.0,0.5365853658536586,2.1,114.6,112.5,True,2025,True
0,1,7,2,0.7076,0.5917,2.862,,3.7043,0,Stephen Curry,Jimmy Butler III,10,Golden State Warriors,2024-25,2025.0,2020s,82.0,48.0,34.0,0.5853658536585366,3.2,114.2,111.0,True,2025,True
0,1,6,2,0.701,0.6122,2.9386,,3.8319,0,Alperen Sengun,Jalen Green,10,Houston Rockets,2024-25,2025.0,2020s,82.0,52.0,30.0,0.6341463414634146,4.6,114.9,110.3,True,2025,True
0,2,4,3,0.7,0.6835,2.9591,,3.7044,0,Tyrese Haliburton,Pascal Siakam,10,Indiana Pacers,2024-25,2025.0,2020s,82.0,50.0,32.0,0.6097560975609756,2.1,115.4,113.3,True,2025,True
0,2,2,4,0.7319,0.645,2.8733,,3.3322,0,James Harden,Ivica Zubac,10,LA Clippers,2024-25,2025.0,2020s,82.0,50.0,32.0,0.6097560975609756,4.9,114.3,109.4,True,2025,True
1,1,1,4,0.7871,0.7573,2.8246,,3.462,0,Luka Dončić,LeBron James,10,Los Angeles Lakers,2024-25,2025.0,2020s,82.0,50.0,32.0,0.6097560975609756,1.2,115.0,113.8,True,2025,True
0,1,6,3,0.6837,0.6364,2.8611,,3.5935,0,Ja Morant,Jaren Jackson Jr.,10,Memphis Grizzlies,2024-25,2025.0,2020s,82.0,48.0,34.0,0.5853658536585366,4.7,117.2,112.6,True,2025,True
0,1,4,4,0.6744,0.5978,2.6544,,3.3173,0,Bam Adebayo,Tyler Herro,10,Miami Heat,2024-25,2025.0,2020s,82.0,37.0,45.0,0.4512195121951219,0.4,112.4,112.0,True,2025,True
1,1,4,2,0.8428,0.6646,3.0936,,3.6872,0,Giannis Antetokounmpo,Damian Lillard,10,Milwaukee Bucks,2024-25,2025.0,2020s,82.0,48.0,34.0,0.5853658536585366,2.4,115.1,112.7,True,2025,True
0,2,5,1,0.752,0.6459,3.0953,,4.0402,0,Anthony Edwards,Julius Randle,10,Minnesota Timberwolves,2024-25,2025.0,2020s,82.0,49.0,33.0,0.5975609756097561,5.0,115.7,110.8,True,2025,True
