n_superstars,n_stars,n_starters,n_role_players,top_player_score,second_player_score,depth_score,avg_age_core,roster_potential,n_young_stars,top_player_name,second_player_name,qualified_player_count,Team,SEASON,YEAR,ERA,GP,W,L,win_pct,net_rating,ORtg,DRtg,has_perf_data,SEASON_YEAR,has_player_data
0,1,3,3,0.6886,0.6023,2.586,,3.1794,0,Giannis Antetokounmpo,Greg Monroe,10,Milwaukee Bucks,2016-17,2017.0,2010s,82.0,42.0,40.0,0.5121951219512195,-0.2,108.5,108.7,True,2017,True
0,1,3,2,0.7433,0.5363,2.6157,,3.2734,0,Karl-Anthony Towns,Ricky Rubio,10,Minnesota Timberwolves,2016-17,2017.0,2010s,82.0,31.0,51.0,0.3780487804878049,-0.9,110.0,110.9,True,2017,True
0,2,1,3,0.7813,0.7717,2.812,,3.2921,0,Anthony Davis,DeMarcus Cousins,9,New Orleans Pelicans,2016-17,2017.0,2010s,82.0,34.0,48.0,0.4146341463414634,-2.1,104.7,106.8,True,2017,True
0,0,6,1,0.5833,0.5271,2.5023,,3.0858,0,Carmelo Anthony,Kristaps Porziņģis,10,New York Knicks,2016-17,2017.0,2010s,82.0,31.0,51.0,0.3780487804878049,-3.6,107.1,110.7,True,2017,True
1,1,3,1,0.8797,0.6349,2.8739,,3.5394,0,Russell Westbrook,Enes Freedom,10,Oklahoma City Thunder,2016-17,2017.0,2010s,82.0,47.0,35.0,0.573170731707317,0.8,107.9,107.1,True,2017,True
0,0,2,6,0.6116,0.4935,2.3151,,3.0165,0,Nikola Vučević,Elfrid Payton,10,Orlando Magic,2016-17,2017.0,2010s,82.0,29.0,53.0,0.3536585365853658,-6.5,103.7,110.3,True,2017,True
0,0,2,5,0.453,0.431,2.0537,,2.6535,0,Dario Saric,T.J. McConnell,10,Philadelphia 76ers,2016-17,2017.0,2010s,82.0,28.0,54.0,0.3414634146341463,-5.5,102.7,108.2,True,2017,True
0,0,2,5,0.6018,0.4389,2.2502,,2.9325,0,Eric Bledsoe,Devin Booker,10,Phoenix Suns,2016-17,2017.0,2010s,82.0,24.0,58.0,0.2926829268292683,-5.2,106.1,111.3,True,2017,True
0,1,3,5,0.7105,0.5561,2.6085,,3.2552,0,Damian Lillard,CJ McCollum,10,Portland Trail Blazers,2016-17,2017.0,2010s,82.0,41.0,41.0,0.5,-0.6,109.4,110.0,True,2017,True
0,0,0,5,0.4216,0.3896,1.8904,,2.4201,0,Darren Collison,Ty Lawson,10,Sacramento Kings,2016-17,2017.0,2010s,82.0,32.0,50.0,0.3902439024390244,-4.2,106.6,110.8,True,2017,True
0,3,6,1,0.8029,0.7093,3.2947,,4.1394,0,Kawhi Leonard,LaMarcus Aldridge,10,San Antonio Spurs,2016-17,2017.0,2010s,82.0,61.0,21.0,0.7439024390243902,7.4,110.3,102.9,True,2017,True
0,2,3,5,0.6887,0.6755,2.9586,,3.8068,0,DeMar DeRozan,Kyle Lowry,10,Toronto Raptors,2016-17,2017.0,2010s,82.0,51.0,31.0,0.6219512195121951,4.3,111.4,107.1,True,2017,True
0,1,3,5,0.6607,0.6322,2.7284,,3.317,0,Rudy Gobert,Gordon Hayward,10,Utah Jazz,2016-17,2017.0,2010s,82.0,51.0,31.0,0.6219512195121951,4.3,109.0,104.7,True,2017,True
0,1,5,2,0.7576,0.5804,2.8578,,3.6085,0,John Wall,Marcin Gortat,10,Washington Wizards,2016-17,2017.0,2010s,82.0,49.0,33.0,0.5975609756097561,1.7,110.4,108.8,True,2017,True
0,0,3,2,0.571,0.4691,2.26,,2.8851,0,Dennis Schröder,John Collins,10,Atlanta Hawks,2017-18,2018.0,2010s,82.0,24.0,58.0,0.2926829268292683,-5.7,104.4,110.1,True,2018,True
0,1,7,1,0.6835,0.6261,2.9652,,3.7769,0,Kyrie Irving,Al Horford,10,Boston Celtics,2017-18,2018.0,2010s,82.0,55.0,27.0,0.6707317073170732,3.6,106.8,103.2,True,2018,True
0,0,1,6,0.4628,0.4461,2.2312,,2.8322,0,Rondae Hollis-Jefferson,DeMarre Carroll,10,Brooklyn Nets,2017-18,2018.0,2010s,82.0,28.0,54.0,0.3414634146341463,-3.6,106.1,109.7,True,2018,True
0,2,4,1,0.673,0.668,2.8451,,3.5752,0,Kemba Walker,Dwight Howard,10,Charlotte Hornets,2017-18,2018.0,2010s,82.0,36.0,46.0,0.4390243902439024,-0.1,109.0,109.0,True,2018,True
0,0,1,3,0.4622,0.4479,2.0802,,2.7631,0,Lauri Markkanen,Bobby Portis,10,Chicago Bulls,2017-18,2018.0,2010s,82.0,27.0,55.0,0.3292682926829268,-7.0,103.4,110.5,True,2018,True
1,1,1,6,0.895,0.6476,2.9304,,3.6022,0,LeBron James,Kevin Love,10,Cleveland Cavaliers,2017-18,2018.0,2010s,82.0,50.0,32.0,0.6097560975609756,1.0,112.0,111.1,True,2018,True
0,0,4,3,0.5292,0.5163,2.4207,,3.155,0,Harrison Barnes,Dennis Smith Jr.,10,Dallas Mavericks,2017-18,2018.0,2010s,82.0,24.0,58.0,0.2926829268292683,-2.9,105.4,108.4,True,2018,True
0,1,6,2,0.7546,0.5603,2.9377,,3.7128,0,Nikola Jokić,Will Barton,10,Denver Nuggets,2017-18,2018.0,2010s,82.0,46.0,36.0,0.5609756097560976,1.4,111.4,110.0,True,2018,True
0,2,2,2,0.7311,0.6843,2.7122,,3.2699,0,Andre Drummond,Blake Griffin,10,Detroit Pistons,2017-18,2018.0,2010s,82.0,39.0,43.0,0.4756097560975609,-0.1,106.6,106.7,True,2018,True
2,2,3,1,0.8604,0.8339,3.592,,4.4042,0,Kevin Durant,Stephen Curry,10,Golden State Warriors,2017-18,2018.0,2010s,82.0,58.0,24.0,0.7073170731707317,5.9,112.8,106.8,True,2018,True
1,2,3,4,0.9168,0.7743,3.3897,,4.2588,0,James Harden,Chris Paul,10,Houston Rockets,2017-18,2018.0,2010s,82.0,65.0,17.0,0.7926829268292683,8.4,114.1,105.7,True,2018,True
0,0,7,2,0.6219,0.5331,2.712,,3.6355,0,Victor Oladipo,Myles Turner,10,Indiana Pacers,2017-18,2018.0,2010s,82.0,48.0,34.0,0.5853658536585366,1.3,108.5,107.3,True,2018,True
0,1,3,3,0.687,0.6132,2.7623,,3.4234,0,DeAndre Jordan,Lou Williams,10,LA Clippers,2017-18,2018.0,2010s,82.0,42.0,40.0,0.5121951219512195,0.2,109.4,109.2,True,2018,True
0,0,6,1,0.5607,0.5485,2.6621,,3.5242,0,Julius Randle,Kyle Kuzma,10,Los Angeles Lakers,2017-18,2018.0,2010s,82.0,35.0,47.0,0.4268292682926829,-1.3,106.0,107.3,True,2018,True
0,0,2,2,0.5997,0.4781,2.1689,,2.7018,0,Marc Gasol,Tyreke Evans,10,Memphis Grizzlies,2017-18,2018.0,2010s,82.0,22.0,60.0,0.2682926829268293,-6.8,103.6,110.4,True,2018,True
0,1,5,4,0.6832,0.5912,2.8606,,3.4155,0,Hassan Whiteside,Goran Dragic,10,Miami Heat,2017-18,2018.0,2010s,82.0,44.0,38.0,0.5365853658536586,0.4,106.2,105.8,True,2018,True
0,1,2,3,0.7767,0.607,2.721,,3.4027,0,Giannis Antetokounmpo,Eric Bledsoe,10,Milwaukee Bucks,2017-18,2018.0,2010s,82.0,44.0,38.0,0.5365853658536586,-0.2,109.0,109.1,True,2018,True
0,2,4,1,0.7805,0.6698,3.0985,,3.8613,0,Karl-Anthony Towns,Jimmy Butler III,9,Minnesota Timberwolves,2017-18,2018.0,2010s,82.0,47.0,35.0,0.573170731707317,2.3,112.5,110.2,True,2018,True
0,2,3,4,0.8255,0.7609,3.1909,,3.9807,0,Anthony Davis,DeMarcus Cousins,10,New Orleans Pelicans,2017-18,2018.0,2010s,82.0,48.0,34.0,0.5853658536585366,1.1,108.5,107.4,True,2018,True
0,0,4,4,0.6175,0.5376,2.5656,,3.3191,0,Enes Freedom,Kristaps Porziņģis,10,New York Knicks,2017-18,2018.0,2010s,82.0,29.0,53.0,0.3536585365853658,-3.4,106.3,109.7,True,2018,True
1,1,2,2,0.9112,0.6989,3.116,,3.8296,0,Russell Westbrook,Paul George,10,Oklahoma City Thunder,2017-18,2018.0,2010s,82.0,48.0,34.0,0.5853658536585366,3.7,110.1,106.4,True,2018,True
0,0,2,5,0.5872,0.4802,2.2863,,2.9855,0,Nikola Vučević,Aaron Gordon,10,Orlando Magic,2017-18,2018.0,2010s,82.0,25.0,57.0,0.3048780487804878,-4.7,104.7,109.4,True,2018,True
0,2,6,1,0.8039,0.714,3.1543,,4.0609,0,Ben Simmons,Joel Embiid,10,Philadelphia 76ers,2017-18,2018.0,2010s,82.0,52.0,30.0,0.6341463414634146,4.6,108.5,103.9,True,2018,True
0,0,2,3,0.4689,0.4637,2.1412,,2.5767,0,Devin Booker,Elfrid Payton,10,Phoenix Suns,2017-18,2018.0,2010s,82.0,21.0,61.0,0.2560975609756097,-9.0,102.8,111.7,True,2018,True
0,2,2,4,0.7402,0.6361,2.8362,,3.5843,0,Damian Lillard,CJ McCollum,10,Portland Trail Blazers,2017-18,2018.0,2010s,82.0,49.0,33.0,0.5975609756097561,2.7,108.4,105.7,True,2018,True
0,0,1,5,0.5053,0.4396,2.1303,,2.6983,0,Zach Randolph,Willie Cauley-Stein,10,Sacramento Kings,2017-18,2018.0,2010s,82.0,27.0,55.0,0.3292682926829268,-7.3,103.1,110.4,True,2018,True
0,2,5,2,0.7249,0.6485,2.9279,,3.7176,0,LaMarcus Aldridge,Pau Gasol,10,San Antonio Spurs,2017-18,2018.0,2010s,82.0,47.0,35.0,0.573170731707317,3.0,107.1,104.1,True,2018,True
0,3,4,3,0.7529,0.7179,3.2541,,4.108,0,DeMar DeRozan,Kyle Lowry,10,Toronto Raptors,2017-18,2018.0,2010s,82.0,59.0,23.0,0.7195121951219512,7.7,113.0,105.3,True,2018,True
0,1,5,4,0.6793,0.6348,2.9414,,3.7994,0,Donovan Mitchell,Rudy Gobert,10,Utah Jazz,2017-18,2018.0,2010s,82.0,48.0,34.0,0.5853658536585366,4.4,107.4,103.0,True,2018,True
0,2,3,3,0.6621,0.6379,2.8397,,3.6626,0,John Wall,Bradley Beal,10,Washington Wizards,2017-18,2018.0,2010s,82.0,43.0,39.0,0.524390243902439,0.4,108.1,107.7,True,2018,True
0,0,2,6,0.6112,0.5222,2.4298,,3.1712,0,Trae Young,John Collins,10,Atlanta Hawks,2018-19,2019.0,2010s,82.0,29.0,53.0,0.3536585365853658,-5.5,107.5,113.1,True,2019,True
0,1,7,2,0.7281,0.6221,3.0598,,4.0533,0,Kyrie Irving,Al Horford,10,Boston Celtics,2018-19,2019.0,2010s,82.0,49.0,33.0,0.5975609756097561,4.3,111.3,107.0,True,2019,True
0,0,4,3,0.5959,0.5027,2.4975,,3.287,0,D'Angelo Russell,Jarrett Allen,10,Brooklyn Nets,2018-19,2019.0,2010s,82.0,42.0,40.0,0.5121951219512195,-0.1,108.9,109.0,True,2019,True
0,1,2,5,0.7036,0.526,2.5704,,3.2391,0,Kemba Walker,Jeremy Lamb,10,Charlotte Hornets,2018-19,2019.0,2010s,82.0,39.0,43.0,0.4756097560975609,-1.3,110.7,112.0,True,2019,True
0,0,1,3,0.4616,0.447,2.0377,,2.5612,0,Otto Porter Jr.,Lauri Markkanen,10,Chicago Bulls,2018-19,2019.0,2010s,82.0,22.0,60.0,0.2682926829268293,-8.3,104.5,112.8,True,2019,True
0,0,1,3,0.4579,0.4341,1.9285,,2.4264,0,Jordan Clarkson,Larry Nance Jr.,10,Cleveland Cavaliers,2018-19,2019.0,2010s,82.0,19.0,63.0,0.2317073170731707,-10.0,106.8,116.8,True,2019,True
0,1,1,4,0.6834,0.4577,2.3871,,2.9961,0,Luka Dončić,Tim Hardaway Jr.,10,Dallas Mavericks,2018-19,2019.0,2010s,82.0,33.0,49.0,0.4024390243902439,-1.5,108.7,110.1,True,2019,True
1,0,6,1,0.8245,0.5844,3.0169,,3.7589,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2018-19,2019.0,2010s,82.0,54.0,28.0,0.6585365853658537,4.0,112.1,108.1,True,2019,True
0,2,1,3,0.7491,0.6863,2.7303,,3.2644,0,Andre Drummond,Blake Griffin,10,Detroit Pistons,2018-19,2019.0,2010s,82.0,41.0,41.0,0.5,-0.3,108.4,108.7,True,2019,True
1,3,2,4,0.838,0.7948,3.3394,,4.2295,0,Kevin Durant,Stephen Curry,10,Golden State Warriors,2018-19,2019.0,2010s,82.0,57.0,25.0,0.6951219512195121,6.5,115.0,108.6,True,2019,True
1,2,3,3,0.9387,0.6928,3.2974,,4.0633,0,James Harden,Clint Capela,10,Houston Rockets,2018-19,2019.0,2010s,82.0,53.0,29.0,0.6463414634146342,4.8,114.9,110.1,True,2019,True
0,0,8,1,0.5863,0.5851,2.8698,,3.7036,0,Domantas Sabonis,Victor Oladipo,10,Indiana Pacers,2018-19,2019.0,2010s,82.0,48.0,34.0,0.5853658536585366,3.4,109.4,106.0,True,2019,True
0,1,4,3,0.6525,0.5896,2.6738,,3.3387,0,Lou Williams,Montrezl Harrell,10,LA Clippers,2018-19,2019.0,2010s,82.0,48.0,34.0,0.5853658536585366,1.0,111.4,110.4,True,2019,True
0,1,3,4,0.8079,0.5638,2.8345,,3.5118,0,LeBron James,JaVale McGee,10,Los Angeles Lakers,2018-19,2019.0,2010s,82.0,37.0,45.0,0.4512195121951219,-1.6,107.4,108.9,True,2019,True
0,0,3,3,0.6168,0.6145,2.5033,,3.2126,0,Jonas Valančiūnas,Mike Conley,10,Memphis Grizzlies,2018-19,2019.0,2010s,82.0,33.0,49.0,0.4024390243902439,-2.4,105.6,108.0,True,2019,True
0,1,5,2,0.662,0.5341,2.7213,,3.4358,0,Hassan Whiteside,Dwyane Wade,10,Miami Heat,2018-19,2019.0,2010s,82.0,39.0,43.0,0.4756097560975609,-0.4,106.7,107.1,True,2019,True
1,1,5,3,0.8728,0.666,3.2846,,4.0066,0,Giannis Antetokounmpo,Eric Bledsoe,10,Milwaukee Bucks,2018-19,2019.0,2010s,82.0,60.0,22.0,0.7317073170731707,8.6,113.5,104.9,True,2019,True
0,1,5,2,0.7967,0.5585,2.8647,,3.6282,0,Karl-Anthony Towns,Andrew Wiggins,10,Minnesota Timberwolves,2018-19,2019.0,2010s,82.0,36.0,46.0,0.4390243902439024,-1.6,110.6,112.2,True,2019,True
0,2,1,2,0.7948,0.6463,2.8081,,3.4454,0,Anthony Davis,Jrue Holiday,10,New Orleans Pelicans,2018-19,2019.0,2010s,82.0,33.0,49.0,0.4024390243902439,-1.3,110.7,112.0,True,2019,True
0,0,1,3,0.576,0.3984,2.0786,,2.6773,0,DeAndre Jordan,Dennis Smith Jr.,10,New York Knicks,2018-19,2019.0,2010s,82.0,17.0,65.0,0.2073170731707317,-8.9,104.0,112.9,True,2019,True
1,1,5,0,0.8991,0.7643,3.2602,,4.0606,0,Russell Westbrook,Paul George,10,Oklahoma City Thunder,2018-19,2019.0,2010s,82.0,49.0,33.0,0.5975609756097561,3.4,109.8,106.5,True,2019,True
0,1,2,4,0.7032,0.5453,2.5494,,3.1124,0,Nikola Vučević,Aaron Gordon,10,Orlando Magic,2018-19,2019.0,2010s,82.0,42.0,40.0,0.5121951219512195,0.6,108.2,107.6,True,2019,True
0,2,4,3,0.7811,0.7683,3.3124,,4.0317,0,Joel Embiid,Ben Simmons,10,Philadelphia 76ers,2018-19,2019.0,2010s,82.0,51.0,31.0,0.6219512195121951,2.6,111.6,109.0,True,2019,True
0,0,2,5,0.5322,0.5188,2.2826,,2.9333,0,Devin Booker,Deandre Ayton,10,Phoenix Suns,2018-19,2019.0,2010s,82.0,19.0,63.0,0.2317073170731707,-8.9,105.3,114.2,True,2019,True
0,2,3,5,0.7763,0.6846,3.1344,,4.0124,0,Damian Lillard,Jusuf Nurkić,10,Portland Trail Blazers,2018-19,2019.0,2010s,82.0,53.0,29.0,0.6463414634146342,4.2,113.7,109.5,True,2019,True
0,0,6,3,0.5582,0.5217,2.6318,,3.4941,0,De'Aaron Fox,Marvin Bagley III,10,Sacramento Kings,2018-19,2019.0,2010s,82.0,39.0,43.0,0.4756097560975609,-1.2,109.6,110.8,True,2019,True
0,2,3,4,0.7349,0.7212,2.9161,,3.7035,0,DeMar DeRozan,LaMarcus Aldridge,10,San Antonio Spurs,2018-19,2019.0,2010s,82.0,48.0,34.0,0.5853658536585366,1.6,112.2,110.6,True,2019,True
0,3,5,2,0.7571,0.6777,3.2575,,4.2694,0,Kawhi Leonard,Kyle Lowry,10,Toronto Raptors,2018-19,2019.0,2010s,82.0,58.0,24.0,0.7073170731707317,5.8,112.6,106.8,True,2019,True
0,2,4,2,0.7147,0.6987,3.0869,,3.9871,0,Rudy Gobert,Donovan Mitchell,10,Utah Jazz,2018-19,2019.0,2010s,82.0,50.0,32.0,0.6097560975609756,5.0,110.3,105.3,True,2019,True
0,1,5,2,0.6903,0.56,2.718,,3.5618,0,Bradley Beal,John Wall,10,Washington Wizards,2018-19,2019.0,2010s,82.0,32.0,50.0,0.3902439024390244,-2.7,110.2,112.9,True,2019,True
0,1,2,3,0.6615,0.5722,2.5146,,3.0906,0,Trae Young,Clint Capela,10,Atlanta Hawks,2019-20,2020.0,2010s,67.0,20.0,47.0,0.2985074626865671,-7.4,107.0,114.4,True,2020,True
0,2,5,1,0.6918,0.6878,3.1854,,3.9987,0,Jayson Tatum,Kemba Walker,10,Boston Celtics,2019-20,2020.0,2010s,72.0,48.0,24.0,0.6666666666666666,6.3,112.8,106.5,True,2020,True
0,0,4,3,0.593,0.5555,2.6176,,3.3438,0,Spencer Dinwiddie,Jarrett Allen,10,Brooklyn Nets,2019-20,2020.0,2010s,72.0,35.0,37.0,0.4861111111111111,-0.5,108.7,109.2,True,2020,True
0,0,1,4,0.5088,0.4374,2.1435,,2.7556,0,Terry Rozier,Devonte' Graham,10,Charlotte Hornets,2019-20,2020.0,2010s,65.0,23.0,42.0,0.3538461538461538,-7.0,105.9,112.8,True,2020,True
0,0,2,5,0.5456,0.4987,2.3649,,3.0727,0,Zach LaVine,Thaddeus Young,10,Chicago Bulls,2019-20,2020.0,2010s,65.0,22.0,43.0,0.3384615384615385,-3.1,105.8,108.9,True,2020,True
0,1,1,3,0.6927,0.495,2.4377,,3.1001,0,Andre Drummond,Kevin Love,10,Cleveland Cavaliers,2019-20,2020.0,2010s,65.0,19.0,46.0,0.2923076923076923,-7.9,106.9,114.8,True,2020,True
0,2,4,3,0.8079,0.6829,3.0605,,3.9654,0,Luka Dončić,Kristaps Porziņģis,10,Dallas Mavericks,2019-20,2020.0,2010s,75.0,43.0,32.0,0.5733333333333334,4.8,115.9,111.2,True,2020,True
1,0,7,1,0.8368,0.6104,3.0926,,3.8422,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2019-20,2020.0,2010s,73.0,46.0,27.0,0.6301369863013698,2.2,112.6,110.4,True,2020,True
0,0,2,1,0.5154,0.5094,2.125,,2.7701,0,Christian Wood,Derrick Rose,10,Detroit Pistons,2019-20,2020.0,2010s,66.0,20.0,46.0,0.303030303030303,-3.5,108.8,112.3,True,2020,True
0,0,2,2,0.5189,0.4827,1.9802,,2.3731,0,Andrew Wiggins,Draymond Green,7,Golden State Warriors,2019-20,2020.0,2010s,65.0,15.0,50.0,0.2307692307692307,-8.6,104.4,113.0,True,2020,True
2,0,2,5,0.9267,0.8378,3.2013,,3.9915,0,James Harden,Russell Westbrook,9,Houston Rockets,2019-20,2020.0,2010s,72.0,44.0,28.0,0.6111111111111112,2.7,112.5,109.8,True,2020,True
0,1,5,4,0.6889,0.5703,2.8451,,3.6261,0,Domantas Sabonis,Malcolm Brogdon,10,Indiana Pacers,2019-20,2020.0,2010s,73.0,45.0,28.0,0.6164383561643836,1.9,109.5,107.5,True,2020,True
0,4,3,2,0.8,0.7272,3.4098,,4.3785,0,Kawhi Leonard,Paul George,10,LA Clippers,2019-20,2020.0,2010s,72.0,49.0,23.0,0.6805555555555556,6.3,113.3,106.9,True,2020,True
1,1,3,3,0.8622,0.8215,3.3385,,4.0884,0,LeBron James,Anthony Davis,10,Los Angeles Lakers,2019-20,2020.0,2010s,71.0,52.0,19.0,0.7323943661971831,5.6,111.7,106.1,True,2020,True
0,1,4,3,0.6509,0.6314,2.7892,,3.564,0,Jonas Valančiūnas,Ja Morant,10,Memphis Grizzlies,2019-20,2020.0,2010s,73.0,34.0,39.0,0.4657534246575342,-1.0,108.7,109.7,True,2020,True
0,1,7,1,0.6703,0.6366,2.9565,,3.8618,0,Jimmy Butler III,Bam Adebayo,10,Miami Heat,2019-20,2020.0,2010s,73.0,44.0,29.0,0.6027397260273972,2.7,111.9,109.3,True,2020,True
1,2,4,3,0.9003,0.7336,3.4739,,4.4091,0,Giannis Antetokounmpo,Khris Middleton,10,Milwaukee Bucks,2019-20,2020.0,2010s,73.0,56.0,17.0,0.7671232876712328,9.4,111.9,102.5,True,2020,True
0,1,1,3,0.7021,0.5863,2.3911,,2.896,0,Karl-Anthony Towns,D'Angelo Russell,10,Minnesota Timberwolves,2019-20,2020.0,2010s,64.0,19.0,45.0,0.296875,-4.0,107.6,111.6,True,2020,True
0,0,5,3,0.647,0.5683,2.7283,,3.5451,0,Jrue Holiday,Brandon Ingram,10,New Orleans Pelicans,2019-20,2020.0,2010s,72.0,30.0,42.0,0.4166666666666667,-1.3,110.5,111.8,True,2020,True
0,0,1,5,0.6184,0.4368,2.3176,,2.8689,0,Julius Randle,Bobby Portis,10,New York Knicks,2019-20,2020.0,2010s,66.0,21.0,45.0,0.3181818181818182,-6.5,105.9,112.4,True,2020,True
0,1,5,1,0.6953,0.6114,2.9499,,3.7342,0,Chris Paul,Steven Adams,10,Oklahoma City Thunder,2019-20,2020.0,2010s,72.0,44.0,28.0,0.6111111111111112,2.1,110.1,108.1,True,2020,True
0,1,3,3,0.7139,0.5692,2.7756,,3.5765,0,Nikola Vučević,Aaron Gordon,10,Orlando Magic,2019-20,2020.0,2010s,73.0,33.0,40.0,0.4520547945205479,-1.3,107.9,109.2,True,2020,True
0,3,3,3,0.7889,0.7218,3.2298,,4.1056,0,Joel Embiid,Ben Simmons,10,Philadelphia 76ers,2019-20,2020.0,2010s,73.0,43.0,30.0,0.589041095890411,2.3,110.7,108.4,True,2020,True
0,0,5,4,0.6487,0.6154,2.7973,,3.5078,0,Devin Booker,Ricky Rubio,10,Phoenix Suns,2019-20,2020.0,2010s,73.0,34.0,39.0,0.4657534246575342,0.5,111.3,110.8,True,2020,True
0,2,2,1,0.7856,0.6851,2.9376,,3.636,0,Damian Lillard,Hassan Whiteside,10,Portland Trail Blazers,2019-20,2020.0,2010s,74.0,35.0,39.0,0.4729729729729729,-1.1,113.2,114.3,True,2020,True
0,0,5,5,0.5831,0.5748,2.6792,,3.5236,0,De'Aaron Fox,Buddy Hield,10,Sacramento Kings,2019-20,2020.0,2010s,72.0,31.0,41.0,0.4305555555555556,-1.9,109.5,111.4,True,2020,True
0,2,4,3,0.7096,0.6491,2.938,,3.7678,0,DeMar DeRozan,LaMarcus Aldridge,10,San Antonio Spurs,2019-20,2020.0,2010s,71.0,32.0,39.0,0.4507042253521127,-0.9,111.7,112.6,True,2020,True
0,2,4,3,0.6933,0.6848,3.1352,,4.1334,0,Kyle Lowry,Pascal Siakam,10,Toronto Raptors,2019-20,2020.0,2010s,72.0,53.0,19.0,0.7361111111111112,6.1,110.8,104.7,True,2020,True
0,2,4,3,0.7164,0.7035,3.0884,,3.9271,0,Rudy Gobert,Donovan Mitchell,10,Utah Jazz,2019-20,2020.0,2010s,72.0,44.0,28.0,0.6111111111111112,2.5,111.8,109.3,True,2020,True
0,1,0,6,0.6885,0.4724,2.4658,,3.1568,0,Bradley Beal,Thomas Bryant,10,Washington Wizards,2019-20,2020.0,2010s,72.0,25.0,47.0,0.3472222222222222,-4.5,110.2,114.7,True,2020,True
0,2,4,1,0.7144,0.6347,2.9556,,3.8071,0,Trae Young,Clint Capela,10,Atlanta Hawks,2020-21,2021.0,2020s,72.0,41.0,31.0,0.5694444444444444,2.2,114.3,112.1,True,2021,True
0,1,5,2,0.7257,0.626,2.9004,,3.6094,0,Jayson Tatum,Jaylen Brown,10,Boston Celtics,2020-21,2021.0,2020s,72.0,36.0,36.0,0.5,1.2,113.1,111.8,True,2021,True
1,2,2,4,0.8357,0.717,3.218,,3.8098,0,James Harden,Kevin Durant,10,Brooklyn Nets,2020-21,2021.0,2020s,72.0,48.0,24.0,0.6666666666666666,4.2,117.3,113.1,True,2021,True
0,0,4,4,0.5686,0.5578,2.6109,,3.3644,0,LaMelo Ball,Terry Rozier,10,Charlotte Hornets,2020-21,2021.0,2020s,72.0,33.0,39.0,0.4583333333333333,-1.9,110.1,112.0,True,2021,True
0,1,4,3,0.7658,0.6229,2.9058,,3.694,0,Nikola Vučević,Zach LaVine,10,Chicago Bulls,2020-21,2021.0,2020s,72.0,31.0,41.0,0.4305555555555556,-1.1,110.4,111.5,True,2021,True
0,0,2,2,0.528,0.4868,2.1492,,2.5478,0,Jarrett Allen,Collin Sexton,10,Cleveland Cavaliers,2020-21,2021.0,2020s,72.0,22.0,50.0,0.3055555555555556,-8.3,105.2,113.5,True,2021,True
1,1,3,5,0.8399,0.6399,2.9873,,3.8125,0,Luka Dončić,Kristaps Porziņģis,10,Dallas Mavericks,2020-21,2021.0,2020s,72.0,42.0,30.0,0.5833333333333334,2.3,114.6,112.3,True,2021,True
1,0,5,4,0.893,0.5966,3.1346,,4.0212,0,Nikola Jokić,Jamal Murray,10,Denver Nuggets,2020-21,2021.0,2020s,72.0,47.0,25.0,0.6527777777777778,4.8,116.3,111.5,True,2021,True
0,0,2,5,0.5178,0.5161,2.2975,,2.9423,0,Mason Plumlee,Jerami Grant,10,Detroit Pistons,2020-21,2021.0,2020s,72.0,20.0,52.0,0.2777777777777778,-4.5,107.6,112.2,True,2021,True
0,1,3,5,0.8006,0.5565,2.7888,,3.4985,0,Stephen Curry,Andrew Wiggins,10,Golden State Warriors,2020-21,2021.0,2020s,72.0,39.0,33.0,0.5416666666666666,1.1,110.5,109.4,True,2021,True
0,0,3,1,0.5022,0.4884,2.2112,,2.8442,0,Christian Wood,Kelly Olynyk,10,Houston Rockets,2020-21,2021.0,2020s,72.0,17.0,55.0,0.2361111111111111,-7.4,107.0,114.4,True,2021,True
0,1,4,4,0.7293,0.6094,2.8906,,3.7243,0,Domantas Sabonis,Malcolm Brogdon,10,Indiana Pacers,2020-21,2021.0,2020s,72.0,34.0,38.0,0.4722222222222222,0.1,111.9,111.9,True,2021,True
0,2,4,4,0.7673,0.7146,3.127,,3.8417,0,Kawhi Leonard,Paul George,10,LA Clippers,2020-21,2021.0,2020s,72.0,47.0,25.0,0.6527777777777778,6.1,116.7,110.6,True,2021,True
0,3,3,4,0.7875,0.7024,3.3055,,3.9877,0,LeBron James,Anthony Davis,10,Los Angeles Lakers,2020-21,2021.0,2020s,72.0,42.0,30.0,0.5833333333333334,2.9,109.8,106.8,True,2021,True
0,1,4,4,0.6775,0.6336,2.8172,,3.6174,0,Jonas Valančiūnas,Ja Morant,10,Memphis Grizzlies,2020-21,2021.0,2020s,72.0,38.0,34.0,0.5277777777777778,1.2,111.7,110.5,True,2021,True
0,2,4,2,0.6843,0.6836,2.827,,3.6651,0,Bam Adebayo,Jimmy Butler III,10,Miami Heat,2020-21,2021.0,2020s,72.0,40.0,32.0,0.5555555555555556,-0.1,110.6,110.7,True,2021,True
1,2,4,3,0.894,0.733,3.3916,,4.318,0,Giannis Antetokounmpo,Khris Middleton,10,Milwaukee Bucks,2020-21,2021.0,2020s,72.0,46.0,26.0,0.6388888888888888,5.8,116.5,110.7,True,2021,True
