Champion_Season,Team,Champion,3PA_MovedToward,3PA_Change,3PA_DistChange,Pace_MovedToward,Pace_Change,Pace_DistChange,ORtg_MovedToward,ORtg_Change,ORtg_DistChange,DRtg_MovedToward,DRtg_Change,DRtg_DistChange,eFG%_MovedToward,eFG%_Change,eFG%_DistChange,TS%_MovedToward,TS%_Change,TS%_DistChange
1996-97,Sacramento Kings,Chicago Bulls,False,-3.0999999999999996,3.0999999999999996,False,1.0999999999999943,1.0999999999999943,False,-3.6000000000000085,3.6000000000000085,True,-2.0,-2.0,False,-0.020999999999999963,0.020999999999999963,False,-0.02400000000000002,0.02400000000000002
1996-97,San Antonio Spurs,Chicago Bulls,False,-3.9000000000000004,3.9000000000000004,True,1.2000000000000028,-1.2000000000000028,True,0.30000000000001137,-0.30000000000001137,True,-12.799999999999997,-7.3999999999999915,True,0.02100000000000002,-0.02100000000000002,True,0.019000000000000017,-0.019000000000000017
1996-97,Seattle SuperSonics,Chicago Bulls,True,-0.10000000000000142,-0.10000000000000142,False,-0.7200000000000131,0.35999999999999943,True,0.5,-0.5,False,1.2999999999999972,1.2999999999999972,False,0.01100000000000001,0.009000000000000008,False,0.0010000000000000009,0.0010000000000000009
1996-97,Toronto Raptors,Chicago Bulls,False,-6.600000000000001,1.2000000000000028,False,2.3299999999999983,2.3299999999999983,False,-3.5,3.5,False,2.5,2.5,False,-0.01899999999999996,0.01899999999999996,False,-0.017000000000000015,0.017000000000000015
1996-97,Utah Jazz,Chicago Bulls,False,-2.8000000000000007,2.8000000000000007,False,-0.5499999999999972,0.5499999999999972,False,-1.5,1.5,False,1.2000000000000028,1.2000000000000028,True,-0.02100000000000002,-0.019000000000000017,True,-0.01200000000000001,-0.01200000000000001
1996-97,Vancouver Grizzlies,Chicago Bulls,False,-4.5,4.5,False,3.8999999999999915,0.29999999999999716,True,3.3000000000000114,-3.3000000000000114,False,0.10000000000000853,0.10000000000000853,True,0.01100000000000001,-0.01100000000000001,True,0.020000000000000018,-0.020000000000000018
1997-98,Atlanta Hawks,Chicago Bulls,False,0.5,0.5,False,-2.0,2.0,False,-8.099999999999994,7.5,True,-7.200000000000003,-0.9999999999999858,False,-0.044999999999999984,0.02899999999999997,False,-0.041000000000000036,0.007000000000000006
1997-98,Boston Celtics,Chicago Bulls,False,0.0,0.0,True,-1.8800000000000097,-1.8800000000000097,False,-2.0999999999999943,2.0999999999999943,True,-2.700000000000003,-2.700000000000003,True,0.004999999999999949,-0.004999999999999949,False,-0.0030000000000000027,0.0030000000000000027
1997-98,Charlotte Hornets,Chicago Bulls,False,3.6999999999999993,2.3000000000000007,False,0.30000000000001137,0.30000000000001137,False,-5.099999999999994,5.099999999999994,True,-2.8999999999999915,-2.8999999999999915,True,-0.010000000000000009,-0.010000000000000009,True,-0.0050000000000000044,-0.0050000000000000044
1997-98,Cleveland Cavaliers,Chicago Bulls,True,0.8999999999999986,-0.8999999999999986,False,-3.7700000000000102,1.509999999999991,False,-2.0999999999999943,2.0999999999999943,False,2.5999999999999943,0.799999999999983,False,-0.013999999999999957,0.003999999999999948,True,-0.009000000000000008,-0.009000000000000008
1997-98,Dallas Mavericks,Chicago Bulls,True,-2.5,-2.5,True,-0.6700000000000017,-0.6700000000000017,True,1.2999999999999972,-1.2999999999999972,True,-2.200000000000003,-2.200000000000003,True,0.0010000000000000009,-0.0010000000000000009,True,0.0040000000000000036,-0.0040000000000000036
1997-98,Denver Nuggets,Chicago Bulls,False,7.499999999999998,5.9,False,0.9299999999999926,0.9299999999999926,True,4.0,-4.0,True,-2.0,-2.0,True,0.019000000000000017,-0.019000000000000017,True,0.015000000000000013,-0.015000000000000013
1997-98,Detroit Pistons,Chicago Bulls,False,2.1999999999999993,1.6000000000000014,False,-1.8199999999999932,1.8199999999999932,False,-1.0,1.0,True,-3.3999999999999915,-3.3999999999999915,False,0.008000000000000007,0.006000000000000005,False,0.0050000000000000044,0.0050000000000000044
1997-98,Golden State Warriors,Chicago Bulls,True,2.8000000000000007,-2.8000000000000007,True,-2.3500000000000085,-2.3500000000000085,True,2.0999999999999943,-2.0999999999999943,True,-4.599999999999994,-4.599999999999994,True,0.007000000000000006,-0.007000000000000006,True,0.002999999999999947,-0.002999999999999947
1997-98,Houston Rockets,Chicago Bulls,True,-2.099999999999998,-2.099999999999998,True,-2.069999999999993,-2.069999999999993,False,-2.4000000000000057,2.4000000000000057,True,-5.799999999999997,-5.799999999999997,False,0.010000000000000009,0.010000000000000009,False,0.0010000000000000009,0.0010000000000000009
1997-98,Indiana Pacers,Chicago Bulls,False,3.5,3.5,False,-1.5300000000000011,1.5300000000000011,False,0.29999999999999716,0.29999999999999716,False,2.700000000000003,2.700000000000003,True,-0.016000000000000014,-0.016000000000000014,True,-0.013000000000000012,-0.013000000000000012
1997-98,Los Angeles Clippers,Chicago Bulls,True,-4.499999999999998,-4.499999999999998,True,-2.6999999999999886,-2.6999999999999886,False,-3.5,3.5,True,-1.7999999999999972,-1.7999999999999972,False,-0.022999999999999965,0.014999999999999958,False,-0.02100000000000002,0.017000000000000015
1997-98,Los Angeles Lakers,Chicago Bulls,True,-3.6000000000000014,-3.6000000000000014,True,-1.8999999999999915,-1.8999999999999915,True,-4.300000000000011,-4.099999999999994,False,0.5,0.5,True,-0.02100000000000002,-0.02100000000000002,True,-0.02100000000000002,-0.02100000000000002
1997-98,Miami Heat,Chicago Bulls,True,-2.6999999999999993,-2.6999999999999993,False,-3.0,3.0,False,-2.799999999999997,2.799999999999997,True,-3.4000000000000057,-0.799999999999983,False,0.0,0.0,False,0.0020000000000000018,0.0020000000000000018
1997-98,Milwaukee Bucks,Chicago Bulls,True,3.8000000000000007,-2.3999999999999986,False,-3.260000000000005,0.05999999999998806,True,1.4000000000000057,-1.4000000000000057,True,-2.5,-2.5,False,0.014000000000000012,0.014000000000000012,False,0.0030000000000000027,0.0030000000000000027
1997-98,Minnesota Timberwolves,Chicago Bulls,False,-2.4000000000000004,2.4000000000000004,True,-1.0300000000000011,-1.0300000000000011,False,-6.5,6.099999999999994,True,-6.099999999999994,-6.099999999999994,False,-0.043999999999999984,0.023999999999999966,False,-0.04800000000000004,0.02200000000000002
1997-98,New Jersey Nets,Chicago Bulls,False,2.1999999999999993,1.6000000000000014,False,0.5700000000000074,0.5700000000000074,False,-8.799999999999997,8.799999999999997,True,-3.0999999999999943,-3.0999999999999943,False,-0.029000000000000026,0.029000000000000026,False,-0.028000000000000025,0.028000000000000025
1997-98,New York Knicks,Chicago Bulls,True,-2.0999999999999996,-2.0999999999999996,False,-1.3100000000000023,1.3100000000000023,False,-4.299999999999997,4.299999999999997,False,-2.8999999999999915,2.1000000000000085,False,-0.012999999999999956,0.006999999999999951,False,-0.01200000000000001,0.0020000000000000018
1997-98,Orlando Magic,Chicago Bulls,False,2.4000000000000004,1.200000000000001,True,1.4200000000000017,-1.4200000000000017,False,-2.0999999999999943,2.0999999999999943,True,-5.900000000000006,-1.6999999999999886,True,0.0040000000000000036,-0.0040000000000000036,False,-0.0010000000000000009,0.0010000000000000009
1997-98,Philadelphia 76ers,Chicago Bulls,False,-2.5,2.5,True,-1.5499999999999972,-1.5499999999999972,False,-3.299999999999997,3.299999999999997,True,-7.799999999999997,-1.9999999999999858,False,-0.02300000000000002,0.02300000000000002,False,-0.020000000000000018,0.020000000000000018
1997-98,Phoenix Suns,Chicago Bulls,True,-0.8000000000000007,-0.8000000000000007,True,-0.9299999999999926,-0.9299999999999926,False,-2.3999999999999915,2.200000000000003,False,1.0,1.0,True,-0.019000000000000017,-0.019000000000000017,True,-0.014000000000000012,-0.014000000000000012
1997-98,Portland Trail Blazers,Chicago Bulls,False,0.6999999999999993,0.6999999999999993,True,-0.6499999999999915,-0.6499999999999915,True,0.3999999999999915,-0.3999999999999915,True,-4.599999999999994,-0.19999999999998863,True,-0.0030000000000000027,-0.0030000000000000027,True,-0.0030000000000000027,-0.0030000000000000027
1997-98,Sacramento Kings,Chicago Bulls,False,9.099999999999998,5.300000000000001,False,3.5799999999999983,3.5799999999999983,True,2.1000000000000085,-2.1000000000000085,True,-3.4000000000000057,-3.4000000000000057,True,0.014999999999999958,-0.002999999999999947,True,0.01200000000000001,-0.01200000000000001
1997-98,San Antonio Spurs,Chicago Bulls,False,-0.09999999999999964,0.09999999999999964,True,0.22999999999998977,-0.22999999999998977,True,0.29999999999999716,-0.29999999999999716,False,-4.400000000000006,4.400000000000006,True,-0.014000000000000012,-0.014000000000000012,True,-0.008000000000000007,-0.008000000000000007
1997-98,Seattle SuperSonics,Chicago Bulls,True,-1.1999999999999993,-1.1999999999999993,False,0.2600000000000051,0.2600000000000051,True,-6.8999999999999915,-0.8999999999999915,False,1.9000000000000057,1.9000000000000057,True,-0.040000000000000036,-0.040000000000000036,True,-0.039000000000000035,-0.039000000000000035
1997-98,Toronto Raptors,Chicago Bulls,False,0.0,0.0,True,-3.6899999999999977,-3.6899999999999977,True,0.3999999999999915,-0.3999999999999915,True,-7.1000000000000085,-7.1000000000000085,False,-0.01200000000000001,0.01200000000000001,False,0.0,0.0
1997-98,Utah Jazz,Chicago Bulls,False,-0.39999999999999947,0.39999999999999947,False,-2.1799999999999926,1.6799999999999926,True,-6.700000000000003,-2.700000000000003,True,-7.099999999999994,-3.6999999999999886,True,-0.025000000000000022,-0.025000000000000022,True,-0.02399999999999991,-0.02399999999999991
1997-98,Vancouver Grizzlies,Chicago Bulls,False,-1.9000000000000004,1.9000000000000004,True,-3.309999999999988,-3.2900000000000063,False,-5.300000000000011,5.300000000000011,True,-3.9000000000000057,-3.9000000000000057,False,-0.034999999999999976,0.01699999999999996,False,-0.029000000000000026,0.007000000000000006
1997-98,Washington Wizards,Chicago Bulls,True,0.09999999999999964,-0.09999999999999964,True,-1.8700000000000045,-1.8700000000000045,False,-4.1000000000000085,4.1000000000000085,True,-1.1000000000000085,-1.1000000000000085,False,-0.007999999999999952,0.0019999999999999463,False,-0.006000000000000005,0.006000000000000005
1998-99,Atlanta Hawks,San Antonio Spurs,True,-3.0,-2.0,False,6.450000000000003,0.8900000000000006,True,1.6999999999999886,-1.6999999999999886,False,10.5,10.5,True,0.02400000000000002,-0.02400000000000002,True,0.01100000000000001,-0.01100000000000001
1998-99,Boston Celtics,San Antonio Spurs,False,0.20000000000000107,0.20000000000000107,False,3.1700000000000017,3.1700000000000017,True,4.200000000000003,-3.799999999999997,False,3.1000000000000085,3.1000000000000085,True,0.0050000000000000044,-0.0050000000000000044,True,0.019000000000000017,-0.019000000000000017
1998-99,Charlotte Hornets,San Antonio Spurs,True,-2.5,-2.5,False,4.1499999999999915,4.1499999999999915,True,2.0999999999999943,-2.0999999999999943,True,-0.7000000000000028,-0.7000000000000028,True,-0.010000000000000009,-0.0020000000000000018,True,-0.007000000000000006,-0.007000000000000006
1998-99,Chicago Bulls,San Antonio Spurs,False,0.40000000000000036,0.40000000000000036,False,1.740000000000009,0.36000000000001364,True,1.3999999999999915,-1.3999999999999915,False,1.0999999999999943,1.0999999999999943,True,0.019000000000000017,-0.019000000000000017,True,0.020000000000000018,-0.020000000000000018
1998-99,Cleveland Cavaliers,San Antonio Spurs,False,0.5,0.5,False,9.700000000000003,5.260000000000005,True,0.5,-0.5,False,2.1000000000000085,2.1000000000000085,True,0.0040000000000000036,-0.0040000000000000036,False,-0.0040000000000000036,0.0040000000000000036
1998-99,Dallas Mavericks,San Antonio Spurs,False,4.299999999999999,4.299999999999999,False,5.840000000000003,5.840000000000003,True,4.5,-0.5,False,2.200000000000003,2.200000000000003,True,0.030999999999999972,-0.008999999999999952,True,0.030000000000000027,-0.01200000000000001
1998-99,Denver Nuggets,San Antonio Spurs,True,-1.3999999999999986,-1.3999999999999986,False,3.960000000000008,3.960000000000008,True,0.7999999999999972,-0.7999999999999972,True,-4.099999999999994,-4.099999999999994,True,0.01699999999999996,-0.01699999999999996,True,0.006000000000000005,-0.006000000000000005
1998-99,Detroit Pistons,San Antonio Spurs,False,1.3000000000000007,1.3000000000000007,False,9.629999999999995,5.730000000000018,False,2.799999999999997,2.200000000000003,False,5.3999999999999915,5.3999999999999915,False,0.01200000000000001,0.01200000000000001,False,0.020000000000000018,0.020000000000000018
1998-99,Golden State Warriors,San Antonio Spurs,False,1.6999999999999993,1.6999999999999993,False,6.150000000000006,6.150000000000006,True,2.0,-2.0,False,7.599999999999994,7.599999999999994,True,0.010000000000000009,-0.010000000000000009,True,0.013000000000000012,-0.013000000000000012
1998-99,Houston Rockets,San Antonio Spurs,False,1.5,1.5,False,5.090000000000003,5.090000000000003,True,-0.20000000000000284,-0.20000000000000284,False,3.200000000000003,3.200000000000003,True,-0.01200000000000001,-0.01200000000000001,True,-0.009000000000000008,-0.009000000000000008
1998-99,Indiana Pacers,San Antonio Spurs,False,2.1000000000000014,2.1000000000000014,False,6.540000000000006,3.1000000000000085,False,0.20000000000000284,0.20000000000000284,True,-0.5,-0.5,False,0.017000000000000015,0.017000000000000015,False,0.015000000000000013,0.015000000000000013
1998-99,Los Angeles Clippers,San Antonio Spurs,False,2.0999999999999996,2.0999999999999996,False,4.6499999999999915,4.6499999999999915,False,-2.200000000000003,2.200000000000003,False,0.20000000000000284,0.20000000000000284,True,0.0040000000000000036,-0.0040000000000000036,True,0.0020000000000000018,-0.0020000000000000018
1998-99,Los Angeles Lakers,San Antonio Spurs,True,-0.8999999999999986,-0.8999999999999986,False,2.0900000000000034,2.0900000000000034,True,-0.6999999999999886,-0.6999999999999886,True,-6.3999999999999915,-6.3999999999999915,True,-0.014000000000000012,-0.014000000000000012,True,-0.013000000000000012,-0.013000000000000012
1998-99,Miami Heat,San Antonio Spurs,True,-1.4000000000000021,-1.4000000000000021,True,4.8700000000000045,-2.1899999999999977,False,-0.4000000000000057,0.0,False,2.3000000000000114,2.3000000000000114,False,0.0010000000000000009,0.0010000000000000009,True,-0.007000000000000006,-0.007000000000000006
1998-99,Milwaukee Bucks,San Antonio Spurs,False,0.5999999999999996,0.5999999999999996,False,5.6299999999999955,3.1500000000000057,False,3.5999999999999943,3.5999999999999943,False,5.0,5.0,False,0.0050000000000000044,0.0050000000000000044,False,0.009000000000000008,0.009000000000000008
1998-99,Minnesota Timberwolves,San Antonio Spurs,True,0.5,-0.5,False,0.5100000000000051,0.5100000000000051,True,4.299999999999997,-1.2999999999999972,False,2.299999999999997,2.299999999999997,True,0.045999999999999985,-0.033999999999999975,True,0.04400000000000004,-0.040000000000000036
1998-99,New Jersey Nets,San Antonio Spurs,False,3.200000000000001,3.200000000000001,False,0.8999999999999915,0.8999999999999915,True,5.799999999999997,-5.6000000000000085,False,2.700000000000003,2.700000000000003,True,0.03400000000000003,-0.03400000000000003,True,0.03200000000000003,-0.03200000000000003
1998-99,New York Knicks,San Antonio Spurs,True,-0.40000000000000036,-0.40000000000000036,True,2.3200000000000074,-0.9999999999999858,True,3.700000000000003,-3.700000000000003,False,3.5999999999999943,3.5999999999999943,True,0.01899999999999996,-0.012999999999999956,True,0.018000000000000016,-0.010000000000000009
1998-99,Orlando Magic,San Antonio Spurs,True,-2.9000000000000004,-2.9000000000000004,False,8.75,8.75,True,2.1999999999999886,-2.1999999999999886,False,4.0,4.0,True,0.01699999999999996,-0.01699999999999996,True,0.018000000000000016,-0.018000000000000016
1998-99,Philadelphia 76ers,San Antonio Spurs,True,0.39999999999999947,-0.39999999999999947,False,3.6899999999999977,3.6899999999999977,True,2.1000000000000085,-2.1000000000000085,False,2.799999999999997,2.799999999999997,True,0.018000000000000016,-0.018000000000000016,True,0.007000000000000006,-0.007000000000000006
1998-99,Phoenix Suns,San Antonio Spurs,False,1.1999999999999993,1.1999999999999993,False,4.1299999999999955,4.1299999999999955,True,-1.2000000000000028,-1.2000000000000028,True,-4.299999999999997,-4.299999999999997,False,0.010000000000000009,0.010000000000000009,False,0.006000000000000005,0.006000000000000005
1998-99,Portland Trail Blazers,San Antonio Spurs,False,0.3000000000000007,0.3000000000000007,False,0.21999999999999886,0.21999999999999886,False,3.700000000000003,3.700000000000003,False,3.299999999999997,3.299999999999997,False,0.028000000000000025,0.016000000000000014,False,0.025000000000000022,0.02100000000000002
1998-99,Sacramento Kings,San Antonio Spurs,False,1.3000000000000007,1.3000000000000007,False,3.299999999999997,3.299999999999997,True,2.3999999999999915,-0.6000000000000085,True,-0.8999999999999915,-0.8999999999999915,False,0.007000000000000006,0.007000000000000006,True,0.01200000000000001,-0.006000000000000005
1998-99,Seattle SuperSonics,San Antonio Spurs,False,1.6000000000000014,1.6000000000000014,False,3.519999999999996,3.519999999999996,False,0.7999999999999972,0.7999999999999972,True,-1.1000000000000085,-1.1000000000000085,False,0.006000000000000005,0.006000000000000005,True,0.0010000000000000009,-0.0010000000000000009
1998-99,Toronto Raptors,San Antonio Spurs,False,1.1000000000000014,1.1000000000000014,False,3.6299999999999955,3.6299999999999955,True,2.9000000000000057,-2.9000000000000057,False,1.0,1.0,True,0.014000000000000012,-0.014000000000000012,True,0.007000000000000006,-0.007000000000000006
1998-99,Utah Jazz,San Antonio Spurs,True,2.6000000000000005,-2.6000000000000005,True,2.469999999999999,-0.549999999999983,False,1.5,1.5,False,4.3999999999999915,4.3999999999999915,False,0.0050000000000000044,0.0050000000000000044,True,-0.0050000000000000044,-0.0050000000000000044
1998-99,Vancouver Grizzlies,San Antonio Spurs,True,1.9000000000000004,-0.7000000000000011,False,2.1699999999999875,2.1699999999999875,True,3.6000000000000085,-3.6000000000000085,False,0.4000000000000057,0.4000000000000057,True,0.02699999999999997,-0.02699999999999997,True,0.026000000000000023,-0.02400000000000002
1998-99,Washington Wizards,San Antonio Spurs,True,-0.6999999999999993,-0.6999999999999993,False,3.219999999999999,3.219999999999999,True,2.0,-2.0,False,3.1000000000000085,3.1000000000000085,True,0.007999999999999952,-0.007999999999999952,True,0.014000000000000012,-0.014000000000000012
1999-00,Atlanta Hawks,Los Angeles Lakers,True,1.5,-1.5,True,0.0799999999999983,-0.0799999999999983,False,-3.1999999999999886,3.1999999999999886,True,-3.3999999999999915,-3.3999999999999915,False,-0.0040000000000000036,0.0040000000000000036,False,-0.0030000000000000027,0.0030000000000000027
1999-00,Boston Celtics,Los Angeles Lakers,False,4.499999999999998,4.499999999999998,False,-2.3799999999999955,0.0800000000000125,False,-2.8000000000000114,2.8000000000000114,True,-1.6000000000000085,-1.6000000000000085,False,-0.0010000000000000009,0.0010000000000000009,True,0.0010000000000000009,-0.0010000000000000009
1999-00,Charlotte Hornets,Los Angeles Lakers,False,-0.1999999999999993,0.1999999999999993,False,-4.340000000000003,3.2600000000000193,False,-2.799999999999997,2.799999999999997,True,-2.1000000000000085,-2.1000000000000085,False,-0.01799999999999996,0.01799999999999996,False,-0.02400000000000002,0.014000000000000012
1999-00,Chicago Bulls,Los Angeles Lakers,False,-1.0,1.0,False,-0.46000000000000796,0.46000000000000796,True,3.1000000000000085,-3.1000000000000085,False,3.1000000000000085,3.1000000000000085,True,0.007000000000000006,-0.007000000000000006,True,0.0050000000000000044,-0.0050000000000000044
1999-00,Cleveland Cavaliers,Los Angeles Lakers,False,-3.1999999999999993,3.1999999999999993,False,-5.040000000000006,0.4000000000000199,True,0.5999999999999943,-0.5999999999999943,False,1.2999999999999972,1.2999999999999972,False,-0.009000000000000008,0.009000000000000008,False,-0.007000000000000006,0.007000000000000006
1999-00,Dallas Mavericks,Los Angeles Lakers,False,0.3000000000000007,0.3000000000000007,True,-2.1200000000000045,-1.079999999999984,True,0.8999999999999915,-0.5000000000000142,True,-4.0,-4.0,False,0.008000000000000007,0.008000000000000007,False,0.01200000000000001,0.01200000000000001
1999-00,Denver Nuggets,Los Angeles Lakers,False,0.6000000000000014,0.6000000000000014,False,-1.9699999999999989,0.15000000000000568,False,0.0,0.0,False,0.4000000000000057,0.4000000000000057,False,-0.006000000000000005,0.006000000000000005,False,-0.006000000000000005,0.006000000000000005
1999-00,Detroit Pistons,Los Angeles Lakers,True,-1.3000000000000007,-1.3000000000000007,True,-1.4099999999999966,-1.4099999999999966,False,-6.700000000000003,6.700000000000003,True,-3.5,-3.5,False,-0.03899999999999998,0.022999999999999965,False,-0.050000000000000044,0.0040000000000000036
1999-00,Golden State Warriors,Los Angeles Lakers,False,-1.1999999999999993,0.8000000000000007,True,-1.4099999999999966,-1.4099999999999966,False,-1.7000000000000028,1.7000000000000028,True,-1.0,-1.0,False,-0.015000000000000013,0.015000000000000013,False,-0.014000000000000012,0.014000000000000012
1999-00,Houston Rockets,Los Angeles Lakers,True,-2.6000000000000014,-2.6000000000000014,False,-3.8800000000000097,2.8800000000000097,True,1.9000000000000057,-1.9000000000000057,True,-1.4000000000000057,-1.4000000000000057,True,-0.0020000000000000018,-0.0020000000000000018,False,0.0020000000000000018,0.0020000000000000018
1999-00,Indiana Pacers,Los Angeles Lakers,True,-4.000000000000002,-4.000000000000002,False,-3.8100000000000023,3.8100000000000023,False,-6.5,3.700000000000017,True,-1.2000000000000028,-1.2000000000000028,True,-0.03200000000000003,-0.006000000000000005,True,-0.03300000000000003,-0.02100000000000002
